product,protein,fat,carbs,calories,price,weight_per_100g,full_package_weight,is_promo,category
"გამაგრილებელი სასმელი ""iFun""",0,0,9.5,38.0,2.95,,2000.0,0,სასმელები
"გამაგრილებელი სასმელი ""პეპსი"" ბლექი",0,0,9.5,38.0,1.75,,500.0,0,სასმელები
"გამაგრილებელი სასმელი ""პეპსი""",0,0,11.0,41.0,1.75,,500.0,0,სასმელები
"გამაგრილებელი სასმელი ""პეპსი"" (ქილა)",0,0,11.0,41.0,1.8,,330.0,0,სასმელები
"გამაგრილებელი სასმელი ""პეპსი""",0,0,11.0,41.0,0.95,,250.0,0,სასმელები
"გამაგრილებელი სასმელი ""პეპსი""",0,0,11.0,41.0,3.65,,1500.0,0,სასმელები
"გამაგრილებელი სასმელი ""მირინდა"" ფორთოხალი",0,0,10.5,42.0,3.65,,1500.0,0,სასმელები
"გამაგრილებელი სასმელი ""მირინდა"" მწვანე ვაშლი",0,0,10.0,40.0,1.75,,500.0,0,სასმელები
"გამაგრილებელი სასმელი ""მირინდა"" მწვანე ვაშლი",0,0,10.0,40.0,3.65,,1500.0,0,სასმელები
"ცივი ჩაი ""ლიპტონ"" ატამი",0,0,6.0,25.0,2.3,,500.0,0,სასმელები
"ლიმონათი ""ბორჯომი"" აჭარული მანდარინი",0,0,12.0,48.0,2.75,,330.0,0,სასმელები
"ლიმონათი ""ბორჯომი"" ტარხუნა",0,0,12.0,48.0,2.75,,330.0,0,სასმელები
"წვენი ""ჰოპი"" ალუბალი (ტეტრაპაკი)",0,0,11.0,45.0,2.55,,500,0,სასმელები
"წვენი ""ჰოპი"" ატამი (ტეტრაპაკი)",0,0,11.0,44.0,2.55,,500,0,სასმელები
"წვენი ""ლავი"" ალუბალი (ტეტრაპაკი)",0,0,11.5,46.0,1.0,,200.0,0,სასმელები
"წვენი ""ჰოპი"" ფორთოხალი (ტეტრაპაკი)",0,0,11.8,47.0,2.55,,500,0,სასმელები
"წვენი ""ლავი"" ალუბალი (ტეტრაპაკი)",0,0,11.5,46.0,3.75,,500,0,სასმელები
"წვენი ""ლავი"" ბროწეული (ტეტრაპაკი)",0,0,12.0,48.0,3.75,,500,0,სასმელები
"წვენი ""ჰოპი"" ალოე ვერა",0,0,10.0,42.0,2.49,,500.0,0,სასმელები
"წვენი ""სანდორა""ატამი(ტეტრაპაკი)",0,0,11.0,44.0,2.2,,250.0,0,სასმელები
"წვენი ""ლავი"" ატმის ნექტარი (ტეტრაპაკი)",0,0,13.0,52.0,1.0,,200.0,0,სასმელები
"წვენი ""ლავი"" ხილის ნექტარი (ტეტრაპაკი)",0,0,12.5,50.0,1.0,,200.0,0,სასმელები
"წვენი ""სანდორა"" ბროწეული და არონია(ტეტრაპაკი)",0,0,11.8,47.0,5.95,,950.0,0,სასმელები
"წვენი ""სანდორა"" ალუბალი",0,0,11.5,46.0,2.2,,250.0,0,სასმელები
"წვენი ""სანდორა"" ვაშლი",0,0,11.5,46.0,5.95,,950.0,0,სასმელები
"წვენი ""სანდორა"" ალუბალი",0,0,11.5,46.0,5.95,,950.0,0,სასმელები
"წვენი ""სანდორა"" ატამი",0,0,11.0,44.0,5.95,,950.0,0,სასმელები
"წვენი ""სანდორა"" მანგო (ტეტრაპაკი)",0,0,12.5,50.0,5.95,,950.0,0,სასმელები
"წვენი ""სანდორა"" მულტიხილი",0,0,12.0,48.0,5.95,,950.0,0,სასმელები
"წვენი ""მუნ ბერი"" ალოე ვერა",0,0,10.0,40.0,2.5,,500.0,0,სასმელები
"ენერგეტიკული სასმელი ""ბუმ ფაიარ""",0,0,11.0,45.0,1.8,,330.0,0,სასმელები
